IdUnidade,Sigla,Descricao,SinProtocolo,SinArquivamento,SinOuvidoria
110033008,PCMG/11DepPC/MOC/ASS-GAB,Assessoria de Gabinete/11DepPC/MONTES CLAROS/PCMG,N,N,N
110003379,PCMG/11DepPC/MOC/CARTÓRIO,Cartório/11DepPC/MONTES CLAROS/PCMG,N,N,N
110003380,PCMG/11DepPC/MOC/CPD,Centro de Processamento de Despesas/11DepPC/MONTES CLAROS/PCMG,N,N,N
110008312,PCMG/11DepPC/MOC/INFORMÁTICA,Informática/11DepPC/MONTES CLAROS/PCMG,N,N,N
110005686,PCMG/11DepPC/MOC/INSPETORIA,Inspetoria/11DepPC/MONTES CLAROS/PCMG,N,N,N
110031778,PCMG/11DepPC/MOC/LAB-LD,Laboratório de Tecnologia Contra Lavagem de Dinheiro/11DepPC/MONTES CLAROS/PCMG,N,N,N
110030636,PCMG/11DepPC/MOC/MANUTENÇÃO,Manutenção/11DepPC/MONTES CLAROS/PCMG,N,N,N
110004369,PCMG/11DepPC/MOC/NC,Núcleo Correcional - Gabinete/11DepPC/MONTES CLAROS/PCMG,N,N,N
110004382,PCMG/11DepPC/MOC/NC/ANALIS EST,Setor de  Análises e Estatística de Núcleo Correcional/11DepPC/MONTES CLAROS/PCMG,N,N,N
110004381,PCMG/11DepPC/MOC/NC/CART A,Cartório A/Núcleo Correcional/11DepPC/MONTES CLAROS/PCMG,N,N,N
110004383,PCMG/11DepPC/MOC/NC/INSPETORIA,Inspetoria/Núcleo Correcional/11DepPC/MONTES CLAROS/PCMG,N,N,N
110005728,PCMG/11DepPC/MOC/NEAC,Núcleo de Estatística e Análise Criminal/11DepPC/MONTES CLAROS/PCMG,N,N,N
110016071,PCMG/11DepPC/MOC/NP,Núcleo de Projetos/11DepPC/MONTES CLAROS/PCMG,N,N,N
110017016,PCMG/11DepPC/MOC/PERÍC MÉDICAS,Perícias Médica/11DepPC/MONTES CLAROS/PCMG,N,N,N
110005770,PCMG/11DepPC/MOC/PROTOCOLO,Protocolo/11DepPC/MONTES CLAROS/PCMG,N,N,N
110033670,PCMG/11DepPC/MOC/SERVIDORES,Servidores/11DepPC/MONTES CLAROS/PCMG,N,N,N
110002591,PCMG/11DepPC/MONTES CLAROS,11º Departamento de Polícia Civil/MONTES CLAROS - Gabinete/PCMG,N,N,N
110002597,PCMG/12DepPC/1DRPC/IPATINGA,1ª Delegacia Regional de Polícia Civil/IPATINGA - Gabinete/12DepPC/PCMG,N,N,N
110002598,PCMG/12DepPC/2DRPC/CARATINGA,2ª Delegacia Regional de Polícia Civil/CARATINGA - Gabinete/12DepPC/PCMG,N,N,N
110002599,PCMG/12DepPC/3DRPC/ITABIRA,3ª Delegacia Regional de Polícia Civil/ITABIRA - Gabinete/12DepPC/PCMG,N,N,N
110002600,PCMG/12DepPC/4DRPC/MONLEVADE,4ª Delegacia Regional de Polícia Civil/JOÃO MONLEVADE - Gabinete/12DepPC/PCMG,N,N,N
110002601,PCMG/12DepPC/5DRPC/PONTE NOVA,5ª Delegacia Regional de Polícia Civil/PONTE NOVA - Gabinete/12DepPC/PCMG,N,N,N
110002602,PCMG/12DepPC/6DRPC/MANHUAÇU,6ª Delegacia Regional de Polícia Civil/MANHUAÇU - Gabinete/12DepPC/PCMG,N,N,N
110013812,PCMG/12DepPC/AIP,Agência de Inteligência Policial/12DepPC/IPATINGA/PCMG,N,N,N
110003302,PCMG/12DepPC/ASSESSORIA,Assessoria/12DepPC/IPATINGA/PCMG,N,N,N
110003299,PCMG/12DepPC/CPD,Centro de Processamento de Despesas/12DepPC/IPATINGA/PCMG,N,N,N
110016469,PCMG/12DepPC/DECOC,Divisão Especial de Combate a Organizações Criminosas/12DepPC/IPATINGA/PCMG,N,N,N
110003300,PCMG/12DepPC/INSPETORIA,Inspetoria/12DepPC/IPATINGA/PCMG,N,N,N
110002596,PCMG/12DepPC/IPATINGA,12º Departamento de Polícia Civil/IPATINGA - Gabinete do Chefe/PCMG,N,N,N
110003301,PCMG/12DepPC/IPATINGA/NC,Núcleo Correcional/12DepPC/IPATINGA/PCMG,N,N,N
110030656,PCMG/12DepPC/MANUTENÇÃO,Setor de Manutenção Predial do 12º Departamento de Polícia Civil/12DepPC/IPATINGA/PCMG,N,N,N
110004351,PCMG/12DepPC/PERÍCIA DEPTO,Perícia Médica do Departamento/12DepPC/PCMG,N,N,N
110002604,PCMG/13DepPC/1DRPC/BARBACENA,1ª Delegacia Regional de Polícia Civil - Barbacena - Gabinete/13DepPC/PCMG,N,N,N
110002605,PCMG/13DepPC/2DRPC/C LAFAIETE,2ª Delegacia Regional de Polícia Civil/CONSELHEIRO LAFAIETE - Gabinete/13DepPC/PCMG,N,N,N
110002606,PCMG/13DepPC/3DRPC/SJDR,3ª Delegacia Regional De Polícia Civil/SÃO JOÃO DEL REI - Gabinete/13DepPC/PCMG,N,N,N
110003654,PCMG/13DepPC/ANÁLISE CRIMINAL,Análise Criminal/13DepPC/BARBACENA/PCMG,N,N,N
110003650,PCMG/13DepPC/AssIMPRENSA,Assessoria de Imprensa/13DepPC/BARBACENA/PCMG,N,N,N
110002603,PCMG/13DepPC/BARBACENA,13º Departamento de Polícia Civil/BARBACENA - Gabinete/PCMG,N,N,N
110003652,PCMG/13DepPC/CPD,Centro de Processamento de Despesas/13DepPC/BARBACENA/PCMG,N,N,N
110003655,PCMG/13DepPC/INFORMÁTICA,Suporte de Informática/13DepPC/BARBACENA/PCMG,N,N,N
110003651,PCMG/13DepPC/INSPETORIA,Inspetoria/13DepPC/BARBACENA/PCMG,N,N,N
110003648,PCMG/13DepPC/INSPETORIA ADJ,Inspetoria Adjunta/13DepPC/BARBACENA/PCMG,N,N,N
110030651,PCMG/13DepPC/MANUTENÇÃO,Serviço Manutenção/13DepPC/BARBACENA/PCMG,N,N,N
110011474,PCMG/13DepPC/NAII,"Núcleo de Análise, Inteligência e Informações/13DepPC/BARBACENA/PCMG",N,N,N
110003656,PCMG/13DepPC/NC,Núcleo Correcional/13DepPC/BARBACENA/PCMG,N,N,N
110021231,PCMG/13DepPC/PERÍCIAS MÉDICAS,Setor de Perícias Médicas/13DepPC/BARBACENA/PCMG,N,N,N
110019848,PCMG/13DepPC/SECRET REGIONAL,Secretaria Regional/13DepPC/BARBACENA/PCMG,N,N,N
110002608,PCMG/14DepPC/1DRPC/CURVELO,1ª Delegacia Regional de Polícia Civil/CURVELO - Gabinete/14DepPC/PCMG,N,N,N
110002609,PCMG/14DepPC/2DRPC/CAPELINHA,2ª Delegacia Regional de Polícia Civil/CAPELINHA - Gabinete/14DepPC/PCMG,N,N,N
110002610,PCMG/14DepPC/3DRPC/DIAMANTINA,3ª Delegacia Regional de Polícia Civil/DIAMANTINA - Gabinete/14DepPC/PCMG,N,N,N
110002611,PCMG/14DepPC/4DRPC/PIRAPORA,4ª Delegacia Regional de Polícia Civil/PIRAPORA - Gabinete/14DepPC/PCMG,N,N,N
110003665,PCMG/14DepPC/AIP,Agência de Inteligência Policial/14DepPC/CURVELO/PCMG,N,N,N
110003661,PCMG/14DepPC/CARTÓRIO,Cartório/14DepPC/CURVELO/PCMG,N,N,N
110003666,PCMG/14DepPC/CPD,Centro de Processamento de Despesas/14DepPC/CURVELO/PCMG,N,N,N
110002607,PCMG/14DepPC/CURVELO,14º Departamento de Polícia Civil/CURVELO - Gabinete/PCMG,N,N,N
110003662,PCMG/14DepPC/INSPETORIA,Inspetoria/14DepPC/CURVELO/PCMG,N,N,N
110028790,PCMG/14DepPC/LAB-LD,Laboratório Intermediário de Tecnologia Contra Lavagem de Dinheiro/14DepPC/CURVELO/PCMG,N,N,N
110016516,PCMG/14DepPC/NC,Núcleo Correcional/14DepPC/CURVELO/PCMG,N,N,N
110020427,PCMG/14DepPC/NC/CARTORIO,Cartório/Núcleo Correcional/14DepPC/CURVELO/PCMG,N,N,N
110020428,PCMG/14DepPC/NC/INSPETORIA,Inspetoria/Núcleo Correcional/14DepPC/CURVELO/PCMG,N,N,N
110003664,PCMG/14DepPC/PROTOCOLO,Protocolo/14DepPC/CURVELO/PCMG,N,N,N
110032144,PCMG/14DepPC/SUBINSPETORIA,Subinspetoria/14DepPC/CURVELO/PCMG,N,N,N
110002613,PCMG/15DepPC/1DRPC/T OTONI,1ª Delegacia Regional de Polícia Civil/TEÓFILO OTONI - Gabinete/15DEPPC/PCMG,N,N,N
110002614,PCMG/15DepPC/2DRPC/PEDRA AZUL,2ª Delegacia Regional de Polícia Civil/PEDRA AZUL - Gabinete/15DepPC/PCMG,N,N,N
110002615,PCMG/15DepPC/3DRPC/ALMENARA,3ª Delegacia Regional de Polícia Civil/ALMENARA - Gabinete/15DepPC/PCMG,N,N,N
110002616,PCMG/15DepPC/4DRPC/NANUQUE,4ª Delegacia Regional de Polícia Civil/NANUQUE - Gabinete/15DepPC/PCMG,N,N,N
110009450,PCMG/15DepPC/T OTONI/AIP,Agência de Inteligência Policial/15DepPC/TEÓFILO OTONI/PCMG,N,N,N
110009448,PCMG/15DepPC/T OTONI/CARTÓRIO,Cartório/15DepPC/TEÓFILO OTONI/PCMG,N,N,N
110009449,PCMG/15DepPC/T OTONI/CPD,Centro de Processamento de Despesas/15DepPC/TEÓFILO OTONI/PCMG,N,N,N
110009447,PCMG/15DepPC/T OTONI/INSPET,Inspetoria/15DepPC/TEÓFILO OTONI/PCMG,N,N,N
110029586,PCMG/15DepPC/T OTONI/LAB-LD,laboratório de Tecnologia Contra lavagem de Dinheiro/15DepPC/TEÓFILO OTONI/PCMG,N,N,N
110009451,PCMG/15DepPC/T OTONI/NC,Núcleo Corregedor - Gabinete/15DepPC/TEÓFILO OTONI/PCMG,N,N,N
110009452,PCMG/15DepPC/T OTONI/NC/CART,Cartório/NÚCLEO CORREGEDOR/15DepPC/TEÓFILO OTONI/PCMG,N,N,N
110005796,PCMG/15DepPC/T OTONI/PROTOCOLO,Protocolo/15DepPC/TEÓFILO OTONI/PCMG,N,N,N
110002612,PCMG/15DepPC/TEÓFILO OTONI,15º Departamento de Polícia Civil/TEÓFILO OTONI - Gabinete/PCMG,N,N,N
110002618,PCMG/16DepPC/1DRPC/UNAÍ,1ª Delegacia Regional de Polícia Civil/UNAÍ - Gabinete/16DepPC/PCMG,N,N,N
110002619,PCMG/16DepPC/2DRPC/PARACATU,2ª Delegacia Regional de Polícia Civil/PARACATU - Gabinete/16DepPC/PCMG,N,N,N
110002617,PCMG/16DepPC/UNAÍ,16º Departamento de Polícia Civil/UNAÍ - Gabinete/PCMG,N,N,N
110009863,PCMG/16DepPC/UNAÍ/AIP,Agência de Inteligência Policial/16DepPC/UNAÍ/PCMG,N,N,N
110028574,PCMG/16DepPC/UNAÍ/CPD,Centro de Processamento de Despesas/16DepPC/UNAÍ/PCMG,N,N,N
110016408,PCMG/16DepPC/UNAÍ/DEL TRÂNSITO,Delegacia de Trânsito de Unaí/1DRPC/UNAÍ/16DepPC/PCMG,N,N,N
110015463,PCMG/16DepPC/UNAÍ/GFROTA,Gestão de Frota/16DepPC/UNAÍ/PCMG,N,N,N
110033051,PCMG/16DepPC/UNAÍ/INSPETORIA,Inspetoria/16DepPC/UNAÍ/PCMG,N,N,N
110031240,PCMG/16DepPC/UNAÍ/LAB-LD,Lab-LD/16DepPC/UNAÍ/PCMG,N,N,N
110009864,PCMG/16DepPC/UNAÍ/NC,Núcleo Correcional/16DepPC/UNAÍ/PCMG,N,N,N
110005802,PCMG/16DepPC/UNAÍ/RH,Recursos Humanos/16DepPC/UNAÍ/PCMG,N,N,N
110002621,PCMG/17DepPC/1DRPC/P ALEGRE,1ª Delegacia Regional de Polícia Civil/POUSO ALEGRE - Gabinete/17DepPC/PCMG,N,N,N
110002622,PCMG/17DepPC/2DRPC/ITAJUBÁ,2ª Delegacia Regional de Polícia Civil/ITAJUBÁ - Gabinete/17DepPC/PCMG,N,N,N
110002623,PCMG/17DepPC/3DRPC/S LOURENÇO,3ª Delegacia Regional de Polícia Civil/SÃO LOURENÇO/17DepPC/PCMG,N,N,N
110032385,PCMG/17DepPC/3DRPC/SL/PLANTÃO,Plantão da 3ª Delegacia Regional de Polícia Civil/SÃO LOURENÇO/17DepPC/PCMG,N,N,N
110005805,PCMG/17DepPC/P ALEGRE/PROTOC,Protocolo/17DepPC/POUSO ALEGRE/PCMG,N,N,N
110002620,PCMG/17DepPC/POUSO ALEGRE,17º Departamento de Polícia Civil/POUSO ALEGRE - Gabinete/17DepPC/PCMG,N,N,N
110033054,PCMG/17DepPC/POUSO ALEGRE/INSP,Inspetoria do 17º Departamento de Polícia Civil/POUSO ALEGRE/17DepPC/PCMG,N,N,N
110030630,PCMG/17DepPC/POUSO ALEGRE/MANU,Setor de Manutenção/POUSO ALEGRE/17DepPC/PCMG,N,N,N
110002625,PCMG/18DepPC/1DRPC/P CALDAS,1ª Delegacia Regional de Polícia Civil/POÇOS DE CALDAS - Gabinete/18DepPC/PCMG,N,N,N
110002626,PCMG/18DepPC/2DRPC/ALFENAS,2ª Delegacia Regional de Polícia Civil/ALFENAS - Gabinete/18DepPC/PCMG,N,N,N
110002627,PCMG/18DepPC/3DRPC/PASSOS,3ª Delegacia Regional de Polícia Civil/PASSOS - Gabinete/18DepPC/PCMG,N,N,N
110002628,PCMG/18DepPC/4DRPC/SSP,4ª Delegacia Regional de Polícia Civil/SÃO SEBASTIÃO DO PARAÍSO - Gabinete/18DepPC/PCMG,N,N,N
110002629,PCMG/18DepPC/5DRPC/GUAXUPÉ,5ª Delegacia Regional de Polícia Civil/GUAXUPÉ - Gabinete/18DepPC/PCMG,N,N,N
110020940,PCMG/18DepPC/5DRPC/GUAXUPÉ/CIR,CIRETRAN DE GUAXUPÉ,N,N,N
110003749,PCMG/18DepPC/P CALDAS/AIP,Agência de Inteligência Policial/18DepPC/POÇOS DE CALDAS/PCMG,N,N,N
110003750,PCMG/18DepPC/P CALDAS/CPD,Centro de Processamento de Despesas/18DepPC/POÇOS DE CALDAS/PCMG,N,N,N
110003747,PCMG/18DepPC/P CALDAS/INSPET,Inspetoria/18DepPC/POÇOS DE CALDAS/PCMG,N,N,N
110031217,PCMG/18DepPC/P CALDAS/LAB,Laboratório de lavagem de dinheiro/18DepPC/POÇOS DE CALDAS/PCMG,N,N,N
110030643,PCMG/18DepPC/P CALDAS/MANUTEN,Manutenção de Unidades Policiais Policial/18DepPC/POÇOS DE CALDAS/PCMG,N,N,N
110003744,PCMG/18DepPC/P CALDAS/NC,Núcleo Correcional/18DepPC/POÇOS DE CALDAS/PCMG,N,N,N
110003746,PCMG/18DepPC/P CALDAS/PROTOC,Protocolo/18DepPC/POÇOS DE CALDAS/PCMG,N,N,N
110002624,PCMG/18DepPC/POÇOS DE CALDAS,18º Departamento de Polícia Civil/POÇOS DE CALDAS/PCMG,N,N,N
110002631,PCMG/19DepPC/1DRPC/SETE LAGOAS,1ª Delegacia Regional de Polícia Civil/SETE LAGOAS - Gabinete/19DepPC/PCMG,N,N,N
110029359,PCMG/19DepPC/2DRPC/PL,2ª Delegacia Regional de Polícia Civil/PEDRO LEOPOLDO - Gabinete/19DepPC/PCMG,N,N,N
110015808,PCMG/19DepPC/S LAGOAS/CART,Cartório/19DepPC/SETE LAGOAS/PCMG,N,N,N
110015807,PCMG/19DepPC/S LAGOAS/CPD,CPD/19DepPC/SETE LAGOAS/PCMG,N,N,N
110033545,PCMG/19DepPC/S LAGOAS/FREQ,Frequência/19DepPC/SETE LAGOAS/PCMG,N,N,N
110015809,PCMG/19DepPC/S LAGOAS/INSP,Inspetoria/19DepPC/SETE LAGOAS/PCMG,N,N,N
110033935,PCMG/19DepPC/S LAGOAS/LAB-LD,Laboratório de Combate à Lavagem de Dinheiro/19DepPC/SETE LAGOAS/PCMG,N,N,N
110005812,PCMG/19DepPC/S LAGOAS/PROTOC,Protocolo/19DepPC/SETE LAGOAS/PCMG,N,N,N
110002630,PCMG/19DepPC/SETE LAGOAS,19º Departamento De Polícia Civil/SETE LAGOAS - Gabinete/PCMG,N,N,N
110029754,PCMG/1DRPC/BARBA/DP PLANT/CART,Cartório da Delegacia de Plantão/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110003116,PCMG/1DRPC/BARBACENA/AIP,Agência de Inteligência Policial/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110016464,PCMG/1DRPC/BARBACENA/CART AP,Cartório de Apoio à Chefia de Cartório/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110003115,PCMG/1DRPC/BARBACENA/CH CART,Chefia de Cartório/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110003117,PCMG/1DRPC/BARBACENA/CPD,Centro de Processamento de despesas/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014874,PCMG/1DRPC/BARBACENA/DAFD,Delegacia Adjunta de Falsificações e Defraudações - Gabinete/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014875,PCMG/1DRPC/BARBACENA/DAFD/CART,Cartório/DAFD/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014876,PCMG/1DRPC/BARBACENA/DAFD/INSP,Inspetoria/DAFD/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110029808,PCMG/1DRPC/BARBACENA/DAFRV,Gabinete da Delegacia Adjunta de Furtos e Roubos de Veículos/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110029809,PCMG/1DRPC/BARBACENA/DAFRV/CAR,Cartório da Delegacia Adjunta de Furtos e Roubos de Veículos/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014877,PCMG/1DRPC/BARBACENA/DAJEC,Delegacia Adida ao Juizado Especial Criminal - Gabinete/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014878,PCMG/1DRPC/BARBACENA/DAJEC/CAR,Cartório/DAJEC/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014879,PCMG/1DRPC/BARBACENA/DAJEC/INS,Inspetoria/DAJEC/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110004703,PCMG/1DRPC/BARBACENA/DATAV,Delegacia Adjunta de Trânsito e Acidentes de Veículos - Gabinete/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014880,PCMG/1DRPC/BARBACENA/DATAV/CAR,Cartório/DATAV/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014881,PCMG/1DRPC/BARBACENA/DATAV/INS,Inspetoria/DATAV/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014882,PCMG/1DRPC/BARBACENA/DATAV/SRV,Setor de Registro de Veículos/DATAV/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014883,PCMG/1DRPC/BARBACENA/DATE,Delegacia Adjunta de Tóxicos e Entorpecentes - Gabinete/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014885,PCMG/1DRPC/BARBACENA/DATE/CART,Cartório/DATE/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014884,PCMG/1DRPC/BARBACENA/DATE/INSP,Inspetoria/DATE/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014886,PCMG/1DRPC/BARBACENA/DCCP,Delegacia de Crimes Contra o Patrimônio - Gabinete/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014887,PCMG/1DRPC/BARBACENA/DCCP/CART,Cartório/DCCP/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014888,PCMG/1DRPC/BARBACENA/DCCP/INSP,Inspetoria/DCCP/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014889,PCMG/1DRPC/BARBACENA/DCCV,Delegacia de Crimes Contra a Vida - Gabinete/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014890,PCMG/1DRPC/BARBACENA/DCCV/CART,Cartório/DCCV/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014891,PCMG/1DRPC/BARBACENA/DCCV/INSP,Inspetoria/DCCV/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110004701,PCMG/1DRPC/BARBACENA/DEAM,Delegacia Especializada de Atendimento à Mulher - Gabinete/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110009639,PCMG/1DRPC/BARBACENA/DEAM/CART,Cartório/DEAM/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110009640,PCMG/1DRPC/BARBACENA/DEAM/INSP,Inspetoria/DEAM/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110004702,PCMG/1DRPC/BARBACENA/DP PLANT,Delegacia de Plantão - Gabinete/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014871,PCMG/1DRPC/BARBACENA/DPC,Delegacia de Polícia da Comarca - Gabinete/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014872,PCMG/1DRPC/BARBACENA/DPC/CART,Cartório/DPC/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014873,PCMG/1DRPC/BARBACENA/DPC/INSP,Inspetoria/DPC/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110004698,PCMG/1DRPC/BARBACENA/IDENTIFIC,Setor de Identificação/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110004699,PCMG/1DRPC/BARBACENA/IMPRENSA,Assessoria de Imprensa/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110004697,PCMG/1DRPC/BARBACENA/INFORM,Setor de Informática/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110004700,PCMG/1DRPC/BARBACENA/INSPET,Inspetoria/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110003114,PCMG/1DRPC/BARBACENA/PROTOCOLO,Setor de Protocolo/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110004704,PCMG/1DRPC/BARBACENA/SETARIN,Setor de Arquivo e Informações Policiais/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014892,PCMG/1DRPC/BARBACENA/SHCCV,Setor de Habilitação e Controle de  Condutores de Veículos/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110014893,PCMG/1DRPC/BARBACENA/SIIPAT,Setor de Instauração e Instrução de Processo Administrativo de Trânsito/1DRPC/BARBACENA/13DepPC/PCMG,N,N,N
110005040,PCMG/1DRPC/CURV/DTA/DFRV,Delegacia de Trânsito e Acidentes/Delegacia de Furtos e Roubos de Veículos - Gabinete/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005066,PCMG/1DRPC/CURV/DTA/DFRV/CART,Cartório/DTA/DFRV/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005068,PCMG/1DRPC/CURV/DTA/DFRV/SUB,Subinspetoria/DTA/DFRV/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005074,PCMG/1DRPC/CURVELO/AIP,Agência de Inteligência Policial/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110032950,PCMG/1DRPC/CURVELO/BANCA,Banca Examinadora/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005055,PCMG/1DRPC/CURVELO/CHEFIA CART,Chefia de Cartório/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005048,PCMG/1DRPC/CURVELO/CIRETRAN,Circunscrição Regional de Trânsito/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005076,PCMG/1DRPC/CURVELO/CNH,Setor de CNH/CIRETRAN/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005045,PCMG/1DRPC/CURVELO/COM PROCES,Comissão Processante/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110008366,PCMG/1DRPC/CURVELO/COMARCA,Delegacia da Comarca - Gabinete/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110008372,PCMG/1DRPC/CURVELO/COMARCA/CAR,Cartório/COMARCA/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110008373,PCMG/1DRPC/CURVELO/COMARCA/SUB,Subinspetoria/COMARCA/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005046,PCMG/1DRPC/CURVELO/CPD,Centro de Processamento de Despesas/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110030473,PCMG/1DRPC/CURVELO/DAME,"Delegacia de Armas, Munições e Explosivos - Gabinete/1DRPC/CURVELO/14DepPC/PCMG",N,N,N
110030474,PCMG/1DRPC/CURVELO/DAME/CART,"Delegacia de Armas, Munições e Explosivos - Cartório/1DRPC/CURVELO/14DepPC/PCMG",N,N,N
110030475,PCMG/1DRPC/CURVELO/DAME/SUBINS,"Delegacia de Armas, Munições e Explosivos - Subinspetoria/1DRPC/CURVELO/14DepPC/PCMG",N,N,N
110005034,PCMG/1DRPC/CURVELO/DCCV,Delegacia de Crimes Contra a Vida - Gabinete/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005050,PCMG/1DRPC/CURVELO/DCCV/CART,Cartório/DCCV/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005051,PCMG/1DRPC/CURVELO/DCCV/SUBINS,Subinspetoria/DCCV/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005036,PCMG/1DRPC/CURVELO/DCN,Delegacia de Combate ao Narcotráfico - Gabinete/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005057,PCMG/1DRPC/CURVELO/DCN/CART,Delegacia de Combate ao Narcotráfico - Cartório/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005059,PCMG/1DRPC/CURVELO/DCN/SUBINSP,Delegacia de Combate ao Narcotráfico - Subinspetoria/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005041,PCMG/1DRPC/CURVELO/DEAM,Delegacia Especializada de Atendimento à Mulher Gabinete/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005069,PCMG/1DRPC/CURVELO/DEAM/CART,Cartório/DEAM/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005070,PCMG/1DRPC/CURVELO/DEAM/SUBINS,Subinspetoria/DEAM/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005035,PCMG/1DRPC/CURVELO/DFD,Delegacia de Falsificações e Defraudações - Gabinete/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110008370,PCMG/1DRPC/CURVELO/DFD/CART,Cartório/DFD/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110008371,PCMG/1DRPC/CURVELO/DFD/SUBINSP,Subinspetoria/DFD/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005037,PCMG/1DRPC/CURVELO/DFR,Delegacia de Furtos e Roubos - Gabinete/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005061,PCMG/1DRPC/CURVELO/DFR/CART,Cartório/DFR/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005062,PCMG/1DRPC/CURVELO/DFR/SUBINSP,Subinspetoria/DFR/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110008365,PCMG/1DRPC/CURVELO/DMA,Delegacia de Meio Ambiente - Gabinete/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110008374,PCMG/1DRPC/CURVELO/DMA/CART,Cartório/DMA/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110008375,PCMG/1DRPC/CURVELO/DMA/SUBINSP,Subinspetoria/DMA/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110013831,PCMG/1DRPC/CURVELO/IDENTIFIC,Setor de Identificação/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005044,PCMG/1DRPC/CURVELO/INSPETORIA,Inspetoria/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110033124,PCMG/1DRPC/CURVELO/LEILÃO,Comissão de Leilão/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
110005043,PCMG/1DRPC/CURVELO/PLANTÃO,Delegacia de Plantão - Gabinete/1DRPC/CURVELO/14DepPC/PCMG,N,N,N
